City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Kyzyl-Suu,42.3414,78.0056,70.39,57,96,3.27,KG,1659015622
358,Buraidah,26.326,43.975,109.85,8,100,8.23,SA,1659015622
359,Waipawa,-41.4122,175.5153,48.99,83,41,8.75,NZ,1659015622
360,Nara,34.6851,135.8049,84.49,63,88,3.29,JP,1659015613
361,Bourail,-21.5667,165.4833,64.36,81,1,4.36,NC,1659015623
362,Fort Dodge,42.4975,-94.168,69.82,88,0,3.44,US,1659015373
363,Labuhan,-6.8844,112.2051,79.25,77,55,9.06,ID,1659015623
364,Atar,20.5169,-13.0499,110.68,6,0,14.97,MR,1659015624
365,Gizo Government Station,-8.103,156.8419,81.01,77,18,5.5,SB,1659015624
366,Nanning,22.8167,108.3167,88.25,74,100,8.25,CN,1659015600
367,Yomou,7.5603,-9.2653,74.48,85,99,4.5,GN,1659015624
368,Boa Vista,2.8197,-60.6733,78.78,83,75,4.61,BR,1659015625
369,Macklin,52.3334,-109.9348,59.34,60,14,6.04,CA,1659015625
370,São João da Barra,-21.6403,-41.0511,77.09,58,0,10.38,BR,1659015594
371,Rome,43.2128,-75.4557,80.82,76,40,4.61,US,1659015625
372,Tomaszów Mazowiecki,51.5313,20.0086,77.27,42,100,4.56,PL,1659015625
373,Sabha,27.0377,14.4283,100.08,9,0,9.1,LY,1659015626
374,Megion,61.0296,76.1136,66.22,58,93,9.42,RU,1659015626
375,Itajubá,-22.4256,-45.4528,73.76,55,56,5.06,BR,1659015626
376,Reconquista,-29.15,-59.65,59.65,82,100,16.02,AR,1659015627
377,Sinnamary,5.3833,-52.95,83.77,66,70,4.36,GF,1659015627
378,Samarai,-10.6167,150.6667,78.3,85,88,15.48,PG,1659015627
379,Ormara,25.2088,64.6357,82.71,82,97,16.06,PK,1659015628
380,Las Vegas,36.175,-115.1372,80.67,70,0,6.91,US,1659015623
381,Tiruvannamalai,12.2167,79.0667,85.6,62,99,9.13,IN,1659015628
382,Cidreira,-30.1811,-50.2056,70.38,72,100,5.7,BR,1659015628
383,Tapiramutá,-11.8472,-40.7914,67.3,77,92,6.91,BR,1659015629
384,Andros,37.8333,24.9333,84.76,46,0,18.01,GR,1659015629
385,Kyshtovka,56.555,76.6271,67.48,87,100,9.53,RU,1659015629
386,Cody,44.5263,-109.0565,64.04,64,0,4.61,US,1659015629
387,Bonavista,48.6499,-53.1147,58.87,91,66,14.34,CA,1659015630
388,San Policarpo,12.1791,125.5072,80.78,85,100,7.4,PH,1659015630
389,Encruzilhada do Sul,-30.5439,-52.5219,66.07,83,100,7.65,BR,1659015630
390,Abu Kamal,34.4506,40.9171,107.73,8,0,10.33,SY,1659015631
391,Dongying,37.4564,118.4856,76.14,84,100,2.33,CN,1659015631
392,Puerto Madero,14.7208,-92.4215,75.4,100,75,0.0,MX,1659015631
393,Khonsa,27.0167,95.5667,69.19,99,30,2.37,IN,1659015631
394,Manta,-0.95,-80.7333,71.38,88,100,4.61,EC,1659015632
395,Sioux Lookout,50.1001,-91.917,55.47,88,100,9.22,CA,1659015461
396,Hamina,60.5697,27.1979,65.48,72,75,5.17,FI,1659015632
397,Ürümqi,43.801,87.6005,90.55,18,0,8.95,CN,1659015632
398,Santiago,-33.4569,-70.6483,53.29,90,20,2.3,CL,1659015506
399,Naliya,23.2667,68.8333,83.59,72,96,15.3,IN,1659015449
400,Teya,60.3778,92.6267,65.77,71,78,2.33,RU,1659015633
401,Betsiamites,48.9413,-68.646,73.8,76,50,4.0,CA,1659015633
402,Haines Junction,60.7522,-137.5108,48.15,93,100,0.0,CA,1659015633
403,Voka,59.3997,27.5817,63.45,77,55,9.95,EE,1659015634
404,Bandarbeyla,9.4942,50.8122,79.66,68,2,29.57,SO,1659015634
405,Abhā,18.2164,42.5053,82.22,39,40,6.91,SA,1659015634
406,Evensk,61.95,159.2333,53.02,63,100,4.03,RU,1659015635
407,Carberry,49.8689,-99.3602,57.43,79,87,10.56,CA,1659015635
408,Keti Bandar,24.1447,67.4497,83.46,79,81,16.69,PK,1659015635
409,Sitka,57.0531,-135.33,57.09,88,100,3.44,US,1659015635
410,Simao,22.7886,100.9748,68.67,87,100,1.19,CN,1659015636
411,Chake Chake,-5.2459,39.7666,77.92,68,68,9.42,TZ,1659015636
412,Skibbereen,51.55,-9.2667,63.1,87,100,9.69,IE,1659015636
413,Mandalgovi,45.7625,106.2708,63.37,53,71,17.34,MN,1659015632
414,Balikpapan,-1.2675,116.8289,77.99,100,40,3.44,ID,1659015637
415,Merauke,-8.4667,140.3333,77.07,83,100,18.07,ID,1659015637
416,Palmer,42.1584,-72.3287,80.24,83,75,1.01,US,1659015637
417,General Roca,-39.0333,-67.5833,52.03,39,1,13.73,AR,1659015638
418,Senec,48.2195,17.4004,89.1,33,0,3.44,SK,1659015638
419,Oranjemund,-28.55,16.4333,58.59,78,19,14.47,NA,1659015638
420,Quelimane,-17.8786,36.8883,75.15,53,75,6.91,MZ,1659015638
421,Cockburn Town,21.4612,-71.1419,81.34,73,0,20.42,TC,1659015417
422,Dombarovskiy,50.7587,59.5386,74.55,39,99,14.45,RU,1659015639
423,Longyearbyen,78.2186,15.6401,42.64,75,75,18.41,SJ,1659015624
424,Maţāy,28.419,30.7792,102.72,10,0,11.79,EG,1659015639
425,San Patricio,28.017,-97.5169,86.9,64,1,11.21,US,1659015640
426,Presidente Médici,-11.1753,-61.9014,90.05,27,80,3.78,BR,1659015640
427,Chu,43.5983,73.7614,92.7,18,79,12.46,KZ,1659015640
428,St. George's,12.0564,-61.7485,85.68,66,20,28.77,GD,1659015641
429,Swellendam,-34.0226,20.4417,73.85,29,0,11.74,ZA,1659015641
430,Luleå,65.5842,22.1547,62.67,55,0,9.22,SE,1659015641
431,Bereda,43.2686,-7.5406,85.41,60,56,5.44,ES,1659015642
432,Marzuq,14.4,46.4667,91.35,33,63,12.15,YE,1659015642
433,Volokonovka,50.4827,37.8563,79.23,57,99,8.88,RU,1659015642
434,Chumikan,54.7183,135.315,53.26,97,100,4.12,RU,1659015643
435,Margate,51.3813,1.3862,71.31,64,100,4.0,GB,1659015623
436,Puerto Cabello,10.4731,-68.0125,81.95,79,70,4.03,VE,1659015643
437,Meulaboh,4.1363,96.1285,78.58,82,100,2.98,ID,1659015643
438,Ixtapa,20.7,-105.2,81.23,89,100,3.44,MX,1659015512
439,Salinópolis,-0.6136,-47.3561,83.98,69,39,7.36,BR,1659015643
440,Wewak,-3.5534,143.6268,80.11,86,33,10.31,PG,1659015644
441,Whyalla,-33.0333,137.5833,51.21,64,96,6.87,AU,1659015644
442,Tra Vinh,9.9347,106.3453,79.05,88,13,3.83,VN,1659015514
443,Moree,-29.4667,149.85,45.1,76,0,6.98,AU,1659015644
444,Sola,-13.8833,167.55,80.49,78,86,16.71,VU,1659015645
445,Weligama,5.9667,80.4167,79.0,86,100,9.57,LK,1659015645
446,Daultala,33.1925,73.1413,77.63,81,48,12.1,PK,1659015645
447,Riohacha,11.5444,-72.9072,84.6,66,88,12.3,CO,1659015646
448,Matara,5.9485,80.5353,78.8,87,100,9.95,LK,1659015505
449,Baracoa,20.3467,-74.4958,82.24,75,43,11.74,CU,1659015646
450,Simpang,-1.2667,104.0833,76.84,81,46,2.17,ID,1659015646
451,Berlevåg,70.8578,29.0864,51.8,87,75,23.02,NO,1659015646
452,Bilma,18.6853,12.9164,104.22,17,100,6.53,NE,1659015647
453,Letlhakane,-21.4167,25.5833,77.27,12,0,13.02,BW,1659015647
454,Palana,59.1167,159.9667,42.53,84,5,7.56,RU,1659015647
455,Palmdale,34.5794,-118.1165,79.48,32,0,8.05,US,1659015512
456,Östersund,63.1792,14.6357,57.61,66,75,16.11,SE,1659015576
457,Maceió,-9.6658,-35.7353,78.24,83,75,6.91,BR,1659015648
458,Storforshei,66.4043,14.5233,55.65,66,75,8.05,NO,1659015648
459,Belle Fourche,44.6714,-103.8522,66.43,59,2,3.15,US,1659015648
460,Sur,22.5667,59.5289,88.03,58,59,21.97,OM,1659015603
461,Omsukchan,62.5333,155.8,50.97,55,100,0.98,RU,1659015647
462,Port Hardy,50.6996,-127.4199,53.78,94,40,0.0,CA,1659015608
463,Ocean City,39.2776,-74.5746,86.29,80,99,1.99,US,1659015649
464,Umeå,63.8284,20.2597,61.92,59,75,8.05,SE,1659015649
465,Ulaangom,49.9811,92.0667,62.55,54,76,3.65,MN,1659015650
466,Agadez,19.75,10.25,105.06,9,100,4.05,NE,1659015650
467,Yerbogachën,61.2767,108.0108,68.74,94,99,5.86,RU,1659015650
468,Bunia,1.5667,30.25,70.38,79,100,4.85,CD,1659015650
469,Meiktila,20.8667,95.8667,90.16,50,94,9.98,MM,1659015651
470,Khorixas,-20.3667,14.9667,82.04,13,0,7.96,NA,1659015651
471,Agirish,61.9247,63.0231,74.61,32,0,4.9,RU,1659015651
472,Makkah al Mukarramah,21.4267,39.8261,104.67,20,100,17.02,SA,1659015479
473,Iranshahr,27.2025,60.6848,97.14,41,75,4.61,IR,1659015652
474,Luang Prabang,19.8856,102.1347,77.0,87,89,0.81,LA,1659015652
475,San Juan,-31.5375,-68.5364,51.64,63,16,6.2,AR,1659015601
476,Plácido de Castro,-10.3353,-67.1856,89.64,32,18,1.59,BR,1659015652
477,Arica,-18.475,-70.3042,61.03,72,100,1.14,CL,1659015653
478,Puerto Ayacucho,5.6639,-67.6236,77.83,85,94,3.13,VE,1659015653
479,Goma,-1.6792,29.2228,73.99,53,97,2.93,CD,1659015653
480,Berezovyy,51.6667,135.7,68.56,96,99,3.29,RU,1659015653
481,Ntcheu,-14.8203,34.6359,68.85,38,85,7.83,MW,1659015654
482,Flin Flon,54.7682,-101.865,60.64,67,20,3.44,CA,1659015617
483,Port Blair,11.6667,92.75,82.44,83,40,4.61,IN,1659015654
484,Luan,46.3592,6.9759,77.63,54,75,10.0,CH,1659015654
485,Auki,-8.7676,160.7034,77.04,88,46,4.23,SB,1659015655
486,Concepción,-36.827,-73.0498,44.4,93,0,8.05,CL,1659015652
487,Bilibino,68.0546,166.4372,42.75,74,74,4.9,RU,1659015655
488,Hamilton,39.1834,-84.5333,79.09,87,20,8.05,US,1659015424
489,Wolbrom,50.3796,19.7583,78.03,43,99,2.84,PL,1659015655
490,Ostrovnoy,68.0531,39.5131,53.26,91,100,18.61,RU,1659015656
491,Novikovo,51.1537,37.8879,81.64,51,87,9.06,RU,1659015656
492,Lima,-12.0432,-77.0282,58.89,92,100,2.3,PE,1659015568
493,College,64.8569,-147.8028,46.22,87,75,5.75,US,1659015428
494,Saint-Cyr-sur-Loire,47.4,0.6667,86.56,26,0,3.44,FR,1659015656
495,Nha Trang,12.25,109.1833,84.2,87,62,4.94,VN,1659015657
496,Coahuayana Viejo,18.7333,-103.6833,77.74,81,85,3.74,MX,1659015577
497,Knysna,-34.0363,23.0471,73.65,44,0,1.79,ZA,1659015512
498,Gusau,12.1628,6.6614,79.61,70,100,9.69,NG,1659015657
499,Ubari,26.5921,12.7805,100.53,7,0,14.12,LY,1659015657
500,Kirakira,-10.4544,161.9205,78.87,86,62,8.99,SB,1659015658
501,Nuuk,64.1835,-51.7216,41.61,100,40,5.75,GL,1659015578
502,Inuvik,68.3499,-133.7218,47.16,97,100,12.66,CA,1659015658
503,Yantzaza,-3.8278,-78.7594,70.81,78,98,1.01,EC,1659015658
504,Morondava,-20.2833,44.2833,75.74,61,0,12.1,MG,1659015658
505,Sakakah,29.9697,40.2064,110.77,6,100,2.35,SA,1659015659
506,Rāzole,16.4833,81.8333,81.77,79,67,4.14,IN,1659015659
507,Llanes,43.4198,-4.7549,72.12,70,48,6.33,ES,1659015659
508,Province of Mantua,45.1667,10.7833,90.64,26,49,7.45,IT,1659015660
509,Najrān,17.4924,44.1277,97.45,14,21,9.24,SA,1659015660
510,Seoul,37.5683,126.9778,85.6,72,75,4.61,KR,1659015451
511,Mayma,52.0197,85.9114,66.99,77,2,3.58,RU,1659015660
512,Jining,35.405,116.5814,75.24,90,24,2.48,CN,1659015661
513,Benicarló,40.4165,0.4271,87.57,73,24,13.18,ES,1659015661
514,Jieznas,54.6,24.1667,62.19,71,61,10.8,LT,1659015661
515,Saint-Augustin,51.226,-58.6502,58.12,68,100,10.11,CA,1659015661
516,Lavrentiya,65.5833,-171.0,42.04,90,100,4.99,RU,1659015662
517,Bekhtery,46.251,32.2927,84.7,41,8,13.65,UA,1659015662
518,Kencong,-8.2833,113.3667,75.61,86,50,3.2,ID,1659015662
519,Albemarle,35.3501,-80.2001,87.46,76,0,6.91,US,1659015663
520,Manono,-7.3,27.4167,95.45,18,33,0.81,CD,1659015663
521,Jiehu,35.5428,118.455,75.49,93,100,2.26,CN,1659015663
522,Aksha,50.2814,113.2867,59.99,69,95,2.01,RU,1659015664
523,Grua,60.2667,10.6667,67.66,42,94,2.75,NO,1659015664
524,Camden,39.7835,-74.9663,85.71,78,100,1.99,US,1659015408
525,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,100,75,0.0,RU,1659015664
526,Saint-Pierre,-21.3393,55.4781,74.28,74,100,4.61,RE,1659015665
527,Gamboma,-1.8764,15.8644,93.56,27,63,3.83,CG,1659015665
528,Gao,16.6362,1.637,99.07,31,21,15.99,ML,1659015665
529,Asău,46.4333,26.4,76.12,71,97,3.98,RO,1659015666
530,Dolores,-36.3132,-57.6792,49.28,68,100,17.47,AR,1659015666
531,Kiryat Gat,31.61,34.7642,98.4,30,0,14.58,IL,1659015667
532,Alofi,-19.0595,-169.9187,73.29,83,81,12.66,NU,1659015667
533,Isangel,-19.55,169.2667,74.57,89,100,7.23,VU,1659015578
534,Kangaatsiaq,68.3065,-53.4641,40.66,91,100,6.06,GL,1659015667
535,Viedma,-40.8135,-62.9967,47.66,63,82,16.51,AR,1659015667
536,Andenes,69.3143,16.1194,52.93,82,75,10.36,NO,1659015668
537,Kendari,-3.945,122.4989,74.93,92,52,4.88,ID,1659015668
538,Dunedin,-45.8742,170.5036,43.81,81,100,8.01,NZ,1659015390
539,Road Town,18.4167,-64.6167,84.29,70,40,11.5,VG,1659015668
540,Erice,38.037,12.5865,91.36,40,20,16.11,IT,1659015669
541,Bela,25.9333,81.9833,91.27,54,85,1.03,IN,1659015669
542,Basco,20.4487,121.9702,86.2,72,17,8.95,PH,1659015669
543,Hannibal,39.7084,-91.3585,74.61,87,98,5.23,US,1659015669
544,Hare Bay,48.8499,-54.0148,65.8,78,70,10.51,CA,1659015670
545,Kovdor,67.5662,30.4758,49.23,84,100,10.71,RU,1659015670
546,Sept-Îles,50.2001,-66.3821,66.72,77,75,9.22,CA,1659015670
547,Miyako,39.6367,141.9525,71.28,94,11,3.56,JP,1659015671
548,Kinna,57.5073,12.6946,72.03,42,46,8.57,SE,1659015671
549,Akureyri,65.6835,-18.0878,62.53,39,40,18.41,IS,1659015671
550,Safranbolu,41.2508,32.6942,91.49,25,0,3.2,TR,1659015671
551,Charters Towers,-20.1,146.2667,52.77,56,0,8.32,AU,1659015552
552,Udachny,66.4167,112.4,78.58,56,30,6.06,RU,1659015612
553,Madingou,-4.1536,13.55,89.1,36,67,6.17,CG,1659015672
554,Negara,-8.3151,114.6025,74.03,83,97,5.77,ID,1659015672
555,Ayr,55.4627,-4.6339,67.5,63,40,8.05,GB,1659015672
556,Tilichiki,60.4667,166.1,44.98,79,100,5.84,RU,1659015673
557,Suzhou,31.3114,120.6181,81.55,76,0,8.32,CN,1659015552
